CODGEO;LIBGEO;C15_ACTOCC15P_ILT1;C15_ACTOCC15P_ILTAUT;C15_ACTOCC15P
73313;Verthemex;9;57;66
73314;Villard-d'Héry;20;140;160
73315;Villard-Léger;26;220;246
73316;Villard-Sallet;15;130;145
73317;Villard-sur-Doron;96;228;324
73318;Villarembert;135;19;155
73320;Villargondran;53;372;424
73322;Villarodin-Bourget;98;217;315
73323;Villaroger;45;151;196
73324;Villaroux;5;80;85
73326;Vimines;126;768;894
73327;Vions;15;112;127
73328;Viviers-du-Lac;140;865;1005
73329;Voglans;255;698;953
73330;Yenne;490;746;1236
74001;Abondance;306;382;688
74002;Alby-sur-Chéran;314;940;1253
74003;Alex;118;398;516
74004;Allèves;15;200;215
74005;Allinges;319;1734;2053
74006;Allonzier-la-Caille;200;890;1090
74007;Amancy;150;1052;1201
74008;Ambilly;300;2520;2820
74009;Andilly;40;375;415
74010;Annecy;36416;20204;56620
74012;Annemasse;4919;9988;14907
74013;Anthy-sur-Léman;151;883;1034
74014;Arâches-la-Frasse;870;275;1145
74015;Arbusigny;128;482;610
74016;Archamps;142;1219;1360
74018;Arenthon;141;662;804
74019;Argonay;289;1045;1334
74020;Armoy;111;518;629
74021;Arthaz-Pont-Notre-Dame;125;580;705
74024;Ayse;158;721;879
74025;Ballaison;111;582;693
74026;La Balme-de-Sillingy;361;2133;2494
74027;La Balme-de-Thuy;40;195;235
74029;Bassy;57;160;217
74030;La Baume;40;130;170
74031;Beaumont;129;1282;1411
74032;Bellevaux;238;426;664
74033;Bernex;136;473;609
74034;Le Biot;65;205;270
74035;Bloye;26;260;286
74036;Bluffy;30;171;202
74037;Boëge;146;639;785
74038;Bogève;142;466;608
74040;Bonne;262;1235;1498
74041;Bonnevaux;20;100;120
74042;Bonneville;2013;3550;5563
74043;Bons-en-Chablais;534;2226;2760
74044;Bossey;57;434;492
74045;Le Bouchet-Mont-Charvin;10;85;95
74046;Boussy;32;224;255
74048;Brenthonne;73;468;541
74049;Brizon;39;185;224
74050;Burdignin;49;275;324
74051;Cercier;54;283;337
74052;Cernex;34;396;430
74053;Cervens;84;433;517
74054;Chainaz-les-Frasses;42;277;319
74055;Challonges;14;201;215
74056;Chamonix-Mont-Blanc;3733;670;4403
74057;Champanges;46;464;510
74058;La Chapelle-d'Abondance;211;275;487
74059;La Chapelle-Rambaud;5;98;103
74060;La Chapelle-Saint-Maurice;11;81;91
74061;Chapeiry;85;351;437
74062;Charvonnex;86;508;594
74063;Châtel;570;147;717
74064;Châtillon-sur-Cluses;79;566;645
74065;Chaumont;20;207;226
74066;Chavannaz;5;81;85
74067;Chavanod;207;1000;1207
74068;Chêne-en-Semine;68;175;243
74069;Chênex;45;350;395
74070;Chens-sur-Léman;155;1204;1358
74071;Chessenaz;20;70;90
74072;Chevaline;15;56;71
74073;Chevenoz;84;229;313
74074;Chevrier;31;220;251
74075;Chilly;90;529;619
74076;Choisy;105;675;780
74077;Clarafond-Arcine;72;466;538
74078;Clermont;45;160;204
74079;Les Clefs;52;257;310
74080;La Clusaz;748;181;929
74081;Cluses;3033;3986;7019
74082;Collonges-sous-Salève;320;1541;1861
74083;Combloux;384;626;1011
74085;Les Contamines-Montjoie;373;208;581
74086;Contamine-Sarzin;53;300;353
74087;Contamine-sur-Arve;161;796;957
74088;Copponex;105;535;639
74089;Cordon;138;356;494
74090;Cornier;57;603;660
74091;La Côte-d'Arbroz;15;139;154
74094;Cranves-Sales;379;2853;3232
74095;Crempigny-Bonneguête;5;150;155
74096;Cruseilles;506;1822;2328
74097;Cusy;104;760;864
74098;Cuvat;96;558;654
74099;Demi-Quartier;150;360;510
74100;Desingy;75;325;400
74101;Dingy-en-Vuache;29;334;363
74102;Dingy-Saint-Clair;115;625;740
74103;Domancy;206;729;934
74104;Doussard;344;1247;1592
74105;Douvaine;695;1959;2654
74106;Draillant;49;312;360
74107;Droisy;12;66;78
74108;Duingt;82;390;472
74109;Éloise;35;334;369
74110;Entremont;75;271;346
74111;Entrevernes;15;93;108
74112;Epagny Metz-Tessy;979;2898;3877
74114;Essert-Romand;80;182;262
74116;Etaux;203;843;1047
74117;Étercy;49;348;396
74118;Étrembières;150;995;1145
74119;Évian-les-Bains;1440;2595;4035
74121;Excenevex;90;436;526
74122;Faucigny;40;225;265
74123;Faverges-Seythenex;1448;1477;2925
74124;Feigères;40;678;718
74126;Fessy;40;375;415
74127;Féternes;108;604;712
74128;Fillinges;242;1250;1492
74129;La Forclaz;10;68;78
74130;Franclens;36;210;246
74131;Frangy;207;822;1028
74133;Gaillard;870;4342;5211
74134;Les Gets;530;173;703
74135;Giez;61;187;248
74136;Le Grand-Bornand;727;303;1030
74137;Groisy;361;1467;1828
74138;Gruffy;115;618;734
74139;Habère-Lullin;58;349;407
74140;Habère-Poche;175;557;731
74141;Hauteville-sur-Fier;62;411;472
74142;Héry-sur-Alby;55;430;485
74143;Les Houches;576;947;1523
74144;Jonzier-Épagny;45;347;392
74145;Juvigny;33;239;271
74146;Larringes;85;541;626
74147;Lathuile;80;366;446
74148;Leschaux;31;98;129
74150;Loisin;130;574;704
74151;Lornay;50;205;255
74152;Lovagny;81;471;552
74153;Lucinges;121;755;876
74154;Lugrin;199;907;1106
74155;Lullin;120;310;430
74156;Lully;47;293;340
74157;Lyaud;45;765;810
74158;Machilly;90;435;525
74159;Magland;477;1051;1529
74160;Manigod;220;305;525
74161;Marcellaz-Albanais;130;835;965
74162;Marcellaz;90;388;478
74163;Margencel;181;877;1058
74164;Marignier;825;2310;3135
74165;Marigny-Saint-Marcel;50;279;329
74166;Marin;101;724;825
74167;Val de Chaise;102;531;633
74168;Marlioz;51;428;478
74169;Marnaz;551;1920;2471
74170;Massingy;44;397;440
74171;Massongy;84;672;756
74172;Maxilly-sur-Léman;98;505;603
74173;Megève;1126;298;1423
74174;Mégevette;41;237;278
74175;Meillerie;32;149;181
74176;Menthon-Saint-Bernard;200;646;846
74177;Menthonnex-en-Bornes;90;429;519
74178;Menthonnex-sous-Clermont;76;307;383
74179;Mésigny;10;310;320
74180;Messery;190;745;935
74183;Mieussy;280;895;1175
74184;Minzier;68;412;480
74185;Monnetier-Mornex;140;830;970
74186;Montagny-les-Lanches;40;317;357
74188;Montriond;156;347;503
74189;Mont-Saxonnex;160;695;855
74190;Morillon;128;244;372
74191;Morzine;1301;290;1590
74192;Moye;70;431;501
74193;La Muraz;50;485;536
74194;Mûres;66;288;354
74195;Musièges;60;129;190
74196;Nancy-sur-Cluses;33;228;261
74197;Nangy;77;885;961
74198;Nâves-Parmelan;114;366;480
74199;Nernier;27;102;128
74200;Neuvecelle;206;1124;1330
74201;Neydens;125;910;1035
74202;Nonglard;24;349;373
74203;Novel;0;20;20
74205;Onnion;94;556;650
74206;Orcier;92;330;422
74208;Passy;2091;2998;5089
74209;Peillonnex;71;658;729
74210;Perrignier;150;711;861
74211;Pers-Jussy;297;1248;1545
74212;Le Petit-Bornand-les-Glières;137;440;577
74213;Poisy;604;3049;3653
74215;Praz-sur-Arly;196;402;598
74216;Présilly;12;389;401
74218;Publier;792;2283;3075
74219;Quintal;88;479;566
74220;Reignier-Ésery;721;3039;3759
74221;Le Reposoir;68;201;269
74222;Reyvroz;49;201;250
74223;La Rivière-Enverse;20;198;218
74224;La Roche-sur-Foron;1473;3986;5459
74225;Rumilly;2789;3834;6623
74226;Saint-André-de-Boëge;30;245;275
74228;Saint-Blaise;25;164;189
74229;Saint-Cergues;208;1486;1693
74231;Saint-Eusèbe;41;212;253
74232;Saint-Eustache;75;165;240
74233;Saint-Félix;210;1027;1237
74234;Saint-Ferréol;63;289;351
74235;Saint-Germain-sur-Rhône;5;265;270
74236;Saint-Gervais-les-Bains;1160;1569;2728
74237;Saint-Gingolph;74;387;461
74238;Saint-Jean-d'Aulps;286;266;553
74239;Saint-Jean-de-Sixt;225;565;790
74240;Saint-Jean-de-Tholome;68;353;421
74241;Saint-Jeoire;409;1147;1556
74242;Saint-Jorioz;695;1810;2505
74243;Saint-Julien-en-Genevois;1901;4517;6418
74244;Saint-Laurent;70;345;415
74249;Saint-Paul-en-Chablais;244;807;1051
74250;Saint-Pierre-en-Faucigny;606;2349;2954
74252;Saint-Sigismond;30;262;292
74253;Saint-Sixt;50;425;475
74254;Saint-Sylvestre;39;285;325
74255;Sales;147;689;837
74256;Sallanches;4138;3608;7746
74257;Sallenôves;29;321;349
74258;Samoëns;699;371;1070
74259;Le Sappey;20;165;185
74260;Savigny;72;411;482
74261;Saxel;14;252;266
74262;Scientrier;96;558;654
74263;Sciez;582;2173;2755
74264;Scionzier;940;2790;3730
74265;Serraval;76;247;323
74266;Servoz;83;365;448
74267;Sévrier;347;1373;1721
74269;Seyssel;307;713;1019
74271;Seytroux;52;218;271
74272;Sillingy;431;2107;2538
74273;Sixt-Fer-à-Cheval;180;220;400
74274;Val-de-Fier;54;275;329
74275;Talloires-Montmin;210;779;989
74276;Taninges;631;1001;1632
74278;Thyez;653;2023;2676
74279;Thollon-les-Mémises;137;218;355
74280;Thônes;1490;1705;3195
74281;Thonon-les-Bains;7415;7197;14611
74282;Fillière;963;3540;4502
74283;Thusy;62;439;501
74284;La Tour;134;433;567
74285;Usinens;15;152;168
74286;Vacheresse;108;273;381
74287;Vailly;65;395;460
74288;Valleiry;264;1936;2201
74289;Vallières;145;667;812
74290;Vallorcine;122;93;216
74291;Vanzy;25;110;135
74292;Vaulx;45;425;470
74293;Veigy-Foncenex;205;1379;1584
74294;Verchaix;107;301;407
74295;La Vernaz;24;121;145
74296;Vers;34;374;407
74297;Versonnex;45;246;291
74298;Vétraz-Monthoux;540;3366;3906
74299;Veyrier-du-Lac;227;661;888
74301;Villard;65;236;301
74302;Les Villards-sur-Thônes;64;491;554
74303;Villaz;417;1323;1740
74304;Ville-en-Sallaz;43;410;452
74305;Ville-la-Grand;840;2995;3834
74306;Villy-le-Bouveret;60;241;301
74307;Villy-le-Pelloux;66;404;470
74308;Vinzier;72;293;365
74309;Viry;258;2147;2405
74310;Viuz-la-Chiésaz;74;605;680
74311;Viuz-en-Sallaz;347;1664;2011
74312;Vougy;102;659;761
74313;Vovray-en-Bornes;34;193;227
74314;Vulbens;75;616;691
74315;Yvoire;87;330;418
75101;Paris 1er Arrondissement;3771;4764;8536
75102;Paris 2e Arrondissement;5419;7011;12430
75103;Paris 3e Arrondissement;8049;11667;19717
75104;Paris 4e Arrondissement;6734;7619;14353
75105;Paris 5e Arrondissement;12374;16066;28440
75106;Paris 6e Arrondissement;8576;10609;19185
75107;Paris 7e Arrondissement;11714;13950;25664
75108;Paris 8e Arrondissement;9411;9044;18454
75109;Paris 9e Arrondissement;14252;18858;33110
75110;Paris 10e Arrondissement;19995;28862;48857
75111;Paris 11e Arrondissement;30705;50175;80880
75112;Paris 12e Arrondissement;25509;45951;71459
75113;Paris 13e Arrondissement;32527;52597;85124
75114;Paris 14e Arrondissement;22525;43177;65702
75115;Paris 15e Arrondissement;44987;71834;116822
75116;Paris 16e Arrondissement;32484;39363;71847
75117;Paris 17e Arrondissement;31507;53938;85445
75118;Paris 18e Arrondissement;40166;60550;100716
75119;Paris 19e Arrondissement;33420;48809;82229
75120;Paris 20e Arrondissement;36428;55640;92067
76001;Allouville-Bellefosse;96;393;488
76002;Alvimare;15;254;270
76004;Ambrumesnil;21;212;233
76005;Amfreville-la-Mi-Voie;168;1289;1457
76006;Amfreville-les-Champs;15;77;92
76007;Anceaumeville;75;225;300
76008;Ancourt;64;196;260
76009;Ancourteville-sur-Héricourt;15;140;155
76010;Ancretiéville-Saint-Victor;25;158;183
76011;Ancretteville-sur-Mer;10;60;70
76012;Angerville-Bailleul;20;64;84
76013;Angerville-la-Martel;23;384;408
76014;Angerville-l'Orcher;85;478;563
76015;Angiens;51;182;233
76016;Anglesqueville-la-Bras-Long;15;59;74
76017;Anglesqueville-l'Esneval;32;222;255
76018;Val-de-Saâne;200;420;620
76019;Anneville-sur-Scie;32;116;148
76020;Anneville-Ambourville;106;354;460
76021;Annouville-Vilmesnil;10;240;251
76022;Anquetierville;20;152;172
76023;Anvéville;16;129;145
76024;Ardouval;5;54;59
76025;Argueil;33;116;149
76026;Arques-la-Bataille;238;797;1035
76028;Aubéguimont;5;65;70
76029;Aubermesnil-aux-Érables;25;61;86
76030;Aubermesnil-Beaumais;40;163;203
76032;Auberville-la-Manuel;10;44;53
76033;Auberville-la-Renault;15;191;206
76034;Auffay;285;435;720
76035;Aumale;362;393;755
76036;Auppegard;49;244;293
76038;Authieux-Ratiéville;25;188;213
76039;Les Authieux-sur-le-Port-Saint-Ouen;39;546;585
76040;Autigny;30;97;127
76041;Autretot;31;297;328
76042;Auvilliers;22;22;43
76043;Auzebosc;117;460;577
76045;Auzouville-l'Esneval;15;157;172
76046;Auzouville-sur-Ry;75;250;325
76047;Auzouville-sur-Saâne;4;44;48
76048;Avesnes-en-Bray;16;110;125
76049;Avesnes-en-Val;5;103;108
76050;Avremesnil;70;425;495
76051;Bacqueville-en-Caux;278;534;812
76052;Bailleul-Neuville;31;91;122
76053;Baillolet;20;40;60
76054;Bailly-en-Rivière;20;190;210
76055;Baons-le-Comte;26;156;182
76056;Bardouville;31;275;305
76057;Barentin;1485;3704;5189
76058;Baromesnil;25;85;110
76059;Bazinval;8;155;163
76060;Beaubec-la-Rosière;30;164;193
76062;Beaumont-le-Hareng;26;67;93
76063;Beauval-en-Caux;30;165;195
76064;Beaurepaire;50;181;231
76065;Beaussault;24;163;187
76066;Beautot;13;49;63
76067;Beauvoir-en-Lyons;89;211;300
76068;Bec-de-Mortagne;53;308;360
76069;Belbeuf;122;795;916
76070;Bellencombre;35;240;275
76071;Bellengreville;30;168;197
76072;Belleville-en-Caux;76;270;346
76074;La Bellière;10;25;35
76075;Belmesnil;36;212;248
76076;Bénarville;10;146;156
76077;Bénesville;20;75;95
76079;Bénouville;15;45;60
76082;Bernières;47;212;259
76083;Bertheauville;0;47;47
76084;Bertreville;10;35;45
76085;Bertreville-Saint-Ouen;12;162;174
76086;Bertrimont;20;65;85
76087;Berville;26;235;261
76088;Berville-sur-Seine;60;198;258
76090;Beuzeville-la-Grenier;90;434;524
76091;Beuzeville-la-Guérard;19;87;107
76092;Beuzevillette;16;275;290
76093;Bézancourt;55;95;150
76094;Bierville;14;144;158
76095;Bihorel;20;3035;3055
76096;Biville-la-Baignarde;45;239;284
76097;Biville-la-Rivière;8;56;64
76099;Blacqueville;67;225;292
76100;Blainville-Crevon;109;474;582
76101;Blangy-sur-Bresle;375;540;915
76103;Bonsecours;350;2181;2531
76104;Blosseville;27;109;136
76105;Le Bocasse;41;311;352
76106;Bois-d'Ennebourg;30;182;213
76107;Bois-Guilbert;51;122;173
76108;Bois-Guillaume;1064;4100;5163
76109;Bois-Héroult;35;45;80
76110;Bois-Himont;30;222;252
76111;Bois-l'Évêque;23;192;215
76112;Le Bois-Robert;15;127;142
76113;Boissay;37;204;241
76114;Bolbec;1211;2701;3913
76115;Bolleville;77;212;289
76116;Boos;254;1404;1658
76117;Bordeaux-Saint-Clair;70;225;295
76118;Bornambusc;5;85;90
76119;Bosc-Bérenger;16;71;87
76120;Bosc-Bordel;25;169;194
76121;Bosc-Édeline;30;171;201
76122;Callengeville;46;183;229
76123;Bosc-Guérard-Saint-Adrien;29;389;418
76124;Bosc-Hyons;42;198;240
76125;Bosc-le-Hard;95;420;515
76126;Bosc-Mesnil;15;145;161
76128;Bosville;53;199;251
76129;Boudeville;10;75;85
76130;Bouelles;10;106;116
76131;La Bouille;60;305;365
76132;Bourdainville;35;185;220
76133;Le Bourg-Dun;58;117;175
76134;Bourville;10;100;110
76135;Bouville;64;357;421
76136;Brachy;35;265;300
76138;Bracquetuit;50;105;155
76139;Bradiancourt;0;90;90
76140;Brametot;10;60;70
76141;Bréauté;122;427;548
76142;Brémontier-Merval;40;176;216
76143;Bretteville-du-Grand-Caux;125;529;653
76144;Bretteville-Saint-Laurent;10;62;73
76146;Buchy;330;733;1063
76147;Bully;64;336;401
76148;Bures-en-Bray;31;107;139
76149;Butot;15;115;130
76151;Cailleville;25;116;141
76152;Cailly;70;310;380
76153;Calleville-les-Deux-Églises;25;130;155
76154;Campneuseville;40;174;214
76155;Canehan;34;115;149
76156;Canouville;20;106;125
76157;Canteleu;1202;3953;5155
76158;Canville-les-Deux-Églises;15;86;101
76159;Cany-Barville;440;745;1185
76160;Carville-la-Folletière;33;180;213
76161;Carville-Pot-de-Fer;8;36;44
76162;Le Catelier;29;90;119
76163;Catenay;35;301;336
76164;Rives-en-Seine;558;1172;1730
76165;Caudebec-lès-Elbeuf;582;3284;3866
76166;Le Caule-Sainte-Beuve;71;111;181
76167;Cauville-sur-Mer;86;600;686
76168;Les Cent-Acres;9;26;35
76169;La Cerlangue;80;467;547
76170;La Chapelle-du-Bourgay;5;50;55
76171;La Chapelle-Saint-Ouen;25;35;60
76172;La Chapelle-sur-Dun;26;36;62
76173;La Chaussée;10;232;242
76174;Cideville;35;135;170
76175;Clais;30;100;131
76176;Clasville;16;78;95
76177;Claville-Motteville;25;91;117
76178;Cléon;506;1109;1615
76179;Clères;103;510;613
76180;Cleuville;4;78;82
76181;Cléville;5;60;65
76182;Cliponville;15;90;105
76183;Colleville;55;300;355
76184;Colmesnil-Manneville;15;45;60
76185;Compainville;15;46;61
76186;Conteville;45;195;240
76187;Contremoulins;25;70;95
76188;Cottévrard;30;193;223
76189;Crasville-la-Mallet;0;36;36
76190;Crasville-la-Rocquefort;32;61;93
76191;Cressy;15;111;126
76192;Criel-sur-Mer;278;756;1034
76193;La Crique;10;178;188
76194;Criquebeuf-en-Caux;28;106;133
76195;Criquetot-le-Mauconduit;15;71;86
76196;Criquetot-l'Esneval;270;795;1065
76197;Criquetot-sur-Longueville;15;90;105
76198;Criquetot-sur-Ouville;63;290;352
76199;Criquiers;55;250;305
76200;Critot;20;189;209
76201;Croisy-sur-Andelle;50;220;270
76202;Croixdalle;0;113;113
76203;Croix-Mare;65;315;380
76204;Cropus;10;90;100
76205;Crosville-sur-Scie;10;79;89
76206;Cuverville;30;135;165
76207;Cuverville-sur-Yères;27;50;77
76208;Cuy-Saint-Fiacre;49;287;336
76209;Dampierre-en-Bray;40;188;228
76210;Dampierre-Saint-Nicolas;21;134;155
76211;Dancourt;45;45;90
76212;Darnétal;753;2794;3547
76213;Daubeuf-Serville;20;121;141
76214;Dénestanville;0;123;123
76216;Déville-lès-Rouen;734;3802;4536
76217;Dieppe;6304;3296;9600
76218;Doudeauville;10;30;40
76219;Doudeville;248;684;932
76220;Douvrend;33;181;214
76221;Drosay;10;70;80
76222;Duclair;470;1325;1795
76223;Écalles-Alix;64;226;289
76224;Écrainville;75;422;498
76225;Écretteville-lès-Baons;5;160;165
76226;Écretteville-sur-Mer;0;75;75
76227;Ectot-l'Auber;53;301;354
76228;Ectot-lès-Baons;15;140;155
76229;Elbeuf-en-Bray;44;162;206
76230;Elbeuf-sur-Andelle;40;196;236
76231;Elbeuf;1385;3778;5162
76232;Életot;25;275;300
76233;Ellecourt;0;45;45
76234;Émanville;21;405;426
76235;Envermeu;265;585;850
76236;Envronville;32;134;166
76237;Épinay-sur-Duclair;50;252;302
76238;Épouville;155;925;1080
76239;Épretot;39;341;380
76240;Épreville;77;349;426
76241;Ermenouville;12;53;65
76242;Ernemont-la-Villette;30;60;90
76243;Ernemont-sur-Buchy;17;120;137
76244;Esclavelles;29;104;133
76245;Eslettes;77;642;719
76247;Esteville;20;219;239
76249;Étaimpuis;39;324;363
76250;Étainhus;88;435;523
76251;Étalleville;15;161;176
76252;Étalondes;51;359;410
76253;Étoutteville;49;350;399
76254;Étretat;235;263;498
76255;Eu;1041;1411;2451
76257;Fallencourt;12;66;79
76258;Terres-de-Caux;451;1274;1725
76259;Fécamp;3684;2809;6492
76260;Ferrières-en-Bray;172;468;639
76261;La Ferté-Saint-Samson;16;200;216
76262;Fesques;20;40;60
76263;La Feuillie;102;355;457
76264;Flamanville;29;220;250
76265;Flamets-Frétils;41;57;98
76266;Flocques;44;232;276
76268;Fongueusemare;20;85;105
76269;Fontaine-en-Bray;5;65;70
76270;Fontaine-la-Mallet;110;805;915
76271;Fontaine-le-Bourg;154;626;780
76272;Fontaine-le-Dun;148;261;408
76273;Fontaine-sous-Préaux;15;220;235
76274;La Fontelaye;5;15;19
76275;Fontenay;35;401;436
76276;Forges-les-Eaux;563;624;1186
76278;Foucarmont;127;116;244
76279;Foucart;15;161;176
76280;Fréauville;15;55;70
76281;La Frénaye;193;674;867
76282;Freneuse;39;268;308
76283;Fresles;58;58;117
76284;Fresnay-le-Long;10;142;152
76285;Fresne-le-Plan;30;269;299
76286;Fresnoy-Folny;55;242;297
76287;Fresquiennes;56;405;461
76288;Freulleville;20;117;137
76289;Saint Martin de l'If;101;718;818
76290;Frichemesnil;50;136;185
76291;Froberville;65;450;515
76292;Fry;16;76;92
76293;Fultot;12;95;107
76294;La Gaillarde;10;111;121
76295;Gaillefontaine;80;337;417
76296;Gainneville;141;903;1044
76297;Gancourt-Saint-Étienne;15;65;80
76298;Ganzeville;31;167;198
76299;Gerponville;15;162;177
76300;Gerville;37;126;164
76302;Goderville;239;821;1059
76303;Gommerville;50;340;390
76304;Gonfreville-Caillot;10;164;174
76305;Gonfreville-l'Orcher;1086;2222;3308
76306;Gonnetot;5;89;94
76307;Gonneville-la-Mallet;184;418;602
76308;Gonneville-sur-Scie;10;180;190
76309;Gonzeville;4;33;37
76311;Goupillières;15;190;205
76312;Gournay-en-Bray;1025;1077;2102
76313;Gouy;30;370;400
76314;Graimbouville;41;258;299
76315;Grainville-la-Teinturière;112;311;423
76316;Grainville-sur-Ry;25;169;194
76317;Grainville-Ymauville;34;218;251
76318;Grand-Camp;10;327;337
76319;Grand-Couronne;988;2516;3505
76320;Grandcourt;51;92;142
76321;Les Grandes-Ventes;345;350;695
76322;Le Grand-Quevilly;2567;7532;10099
76323;Graval;21;62;83
76324;Grèges;40;355;395
76325;Grémonville;49;107;156
76327;Greuville;15;137;152
76328;Grigneuseville;49;136;186
76329;Gruchet-le-Valasse;209;845;1053
76330;Gruchet-Saint-Siméon;65;280;345
76331;Grugny;55;180;235
76332;Grumesnil;61;142;203
76333;Guerville;40;145;185
76334;Gueures;37;227;264
76335;Gueutteville;5;25;30
76336;Gueutteville-les-Grès;25;120;145
76338;La Hallotière;12;75;87
76339;Le Hanouard;10;60;70
76340;Harcanville;25;144;169
76341;Harfleur;653;2424;3077
76342;Hattenville;68;298;366
76343;Haucourt;39;89;127
76344;Haudricourt;72;124;196
76345;Haussez;16;60;77
76346;Hautot-l'Auvray;20;120;140
76347;Hautot-le-Vatois;19;113;132
76348;Hautot-Saint-Sulpice;64;254;318
76349;Hautot-sur-Mer;178;559;736
76350;Hautot-sur-Seine;20;180;200
76351;Le Havre;44955;15235;60189
76352;La Haye;25;150;175
76353;Héberville;10;40;50
76354;Hénouville;57;503;560
76355;Héricourt-en-Caux;86;269;355
76356;Hermanville;10;20;30
76357;Hermeville;10;125;135
76358;Le Héron;5;135;140
76359;Héronchelles;10;34;44
76360;Heugleville-sur-Scie;66;183;249
76361;Heuqueville;35;310;345
76362;Heurteauville;20;130;150
76363;Hodeng-au-Bosc;90;130;220
76364;Hodeng-Hodenger;32;101;134
76365;Houdetot;4;42;46
76366;Le Houlme;255;1461;1716
76367;Houppeville;141;1005;1146
76368;Houquetot;15;134;149
76369;La Houssaye-Béranger;24;228;252
76370;Hugleville-en-Caux;37;169;206
76371;Les Ifs;5;16;21
76372;Illois;72;106;178
76373;Imbleville;16;79;95
76374;Incheville;91;430;522
76375;Ingouville;24;77;101
76377;Isneauville;164;972;1136
76378;Jumièges;159;562;722
76379;Lamberville;5;78;83
76380;Lammerville;26;203;230
76381;Landes-Vieilles-et-Neuves;15;30;45
76382;Lanquetot;64;425;489
76383;Lestanville;5;40;45
76384;Lillebonne;1403;1871;3274
76385;Limésy;90;595;685
76386;Limpiville;41;119;160
76387;Lindebeuf;35;140;175
76388;Lintot;30;179;209
76389;Lintot-les-Bois;5;84;89
76390;Les Loges;85;416;502
76391;La Londe;143;841;984
76392;Londinières;127;350;477
76393;Longmesnil;8;20;29
76394;Longroy;45;204;249
76395;Longueil;40;161;202
76396;Longuerue;15;165;180
76397;Longueville-sur-Scie;100;289;388
76398;Louvetot;41;260;301
76399;Lucy;29;34;63
76400;Luneray;251;451;702
76401;Arelaune-en-Seine;227;814;1041
76402;Malaunay;373;1976;2350
76403;Malleville-les-Grès;0;80;80
76404;Manéglise;70;532;602
76405;Manéhouville;26;51;77
76406;Maniquerville;16;167;184
76407;Manneville-ès-Plains;25;98;123
76408;Manneville-la-Goupil;78;389;467
76409;Mannevillette;33;371;404
76410;Maromme;739;3008;3746
76411;Marques;25;75;100
76412;Martainville-Épreville;59;287;346
76413;Martigny;10;145;155
76414;Martin-Église;131;552;683
76415;Massy;41;113;155
76416;Mathonville;25;128;152
76417;Maucomble;35;134;168
76418;Maulévrier-Sainte-Gertrude;35;397;432
76419;Mauny;20;71;92
76420;Mauquenchy;29;135;164
76421;Mélamare;45;340;385
76422;Melleville;20;125;145
76423;Ménerval;47;62;109
76424;Ménonval;25;80;105
76425;Mentheville;5;132;137
76426;Mésangueville;21;67;88
76427;Mesnières-en-Bray;110;304;414
76428;Le Mesnil-Durdent;4;4;8
76429;Le Mesnil-Esnard;632;2774;3407
76430;Mesnil-Follemprise;25;35;60
76431;Le Mesnil-Lieubray;4;55;59
76432;Mesnil-Mauger;36;87;123
76433;Mesnil-Panneville;25;336;361
76434;Mesnil-Raoul;73;416;488
76435;Le Mesnil-Réaume;77;233;310
76436;Le Mesnil-sous-Jumièges;51;263;313
76437;Meulers;26;268;294
76438;Millebosc;8;105;113
76439;Mirville;10;136;146
76440;Molagnies;10;45;55
76441;Monchaux-Soreng;25;250;275
76442;Monchy-sur-Eu;40;230;270
76443;Mont-Cauvaire;48;244;292
76445;Montérolier;45;243;289
76446;Montigny;37;408;445
76447;Montivilliers;1716;4764;6481
76448;Montmain;82;605;687
76449;Montreuil-en-Caux;46;229;275
76450;Montroty;5;125;130
76451;Mont-Saint-Aignan;1705;5016;6721
76452;Montville;359;1658;2017
76453;Morgny-la-Pommeraye;69;432;501
76454;Mortemer;11;33;44
76455;Morville-sur-Andelle;40;125;165
76456;Motteville;90;211;301
76457;Moulineaux;46;385;431
76458;Muchedent;10;56;66
76459;Nesle-Hodeng;50;95;145
76460;Nesle-Normandeuse;40;167;207
76461;Neufbosc;20;158;178
76462;Neufchâtel-en-Bray;630;785;1415
76463;Neuf-Marché;46;308;354
76464;La Neuville-Chant-d'Oisel;106;909;1015
76465;Neuville-Ferrières;55;216;272
76467;Néville;78;393;470
76468;Nointot;110;430;540
76469;Nolléval;55;125;180
76470;Normanville;69;240;309
76471;Norville;33;363;397
76472;Notre-Dame-d'Aliermont;78;215;293
76473;Notre-Dame-de-Bliquetuit;30;285;315
76474;Notre-Dame-de-Bondeville;480;2355;2835
76475;Franqueville-Saint-Pierre;400;2225;2625
76476;Port-Jérôme-sur-Seine;1795;2220;4015
76477;Notre-Dame-du-Bec;10;163;173
76478;Notre-Dame-du-Parc;16;56;72
76479;Nullemont;5;25;30
76480;Ocqueville;15;140;155
76481;Octeville-sur-Mer;466;2087;2553
76482;Offranville;375;735;1110
76483;Oherville;10;69;79
76484;Oissel;1038;3301;4339
76485;Omonville;15;60;75
76486;Orival;67;412;479
76487;Osmoy-Saint-Valery;37;138;176
76488;Ouainville;39;132;172
76489;Oudalle;15;157;172
76490;Ourville-en-Caux;64;354;418
76491;Ouville-l'Abbaye;10;289;299
76492;Ouville-la-Rivière;40;139;178
76493;Paluel;88;118;207
76494;Parc-d'Anxtot;40;227;267
76495;Pavilly;450;2100;2550
