CODGEO;LIBGEO;C15_ACTOCC15P_ILT1;C15_ACTOCC15P_ILTAUT;C15_ACTOCC15P
76497;Petit-Couronne;575;2830;3405
76498;Le Petit-Quevilly;1936;6716;8652
76499;Petiville;92;442;534
76500;Pierrecourt;10;145;155
76501;Pierrefiques;10;77;87
76502;Pierreval;14;277;291
76503;Pissy-Pôville;55;529;584
76504;Pleine-Sève;12;44;56
76505;Pommereux;0;40;40
76506;Pommeréval;41;170;211
76507;Ponts-et-Marais;31;260;292
76508;La Poterie-Cap-d'Antifer;15;185;200
76509;Préaux;121;700;821
76510;Prétot-Vicquemare;5;72;77
76511;Preuseville;5;25;30
76512;Puisenval;0;5;5
76513;Quevillon;25;241;266
76514;Quévreville-la-Poterie;50;384;434
76515;Quiberville;45;185;230
76516;Quièvrecourt;50;145;195
76517;Quincampoix;195;1063;1259
76518;Raffetot;50;205;256
76519;Rainfreville;15;15;30
76520;Réalcamp;52;247;299
76521;Rebets;12;45;57
76522;La Remuée;45;535;580
76523;Rétonval;25;65;90
76524;Reuville;10;45;55
76526;Ricarville-du-Val;0;50;50
76527;Richemont;36;156;193
76528;Rieux;28;266;294
76529;Riville;21;98;118
76530;Robertot;5;81;86
76531;Rocquefort;32;103;134
76532;Rocquemont;52;333;386
76533;Rogerville;87;405;492
76534;Rolleville;73;391;464
76535;Roncherolles-en-Bray;35;170;205
76536;Roncherolles-sur-le-Vivier;50;371;421
76537;Ronchois;11;38;50
76538;Rosay;24;88;111
76540;Rouen;24541;20061;44602
76541;Roumare;80;552;633
76542;Routes;10;135;145
76543;Rouville;53;224;276
76544;Rouvray-Catillon;10;110;120
76545;Rouxmesnil-Bouteilles;148;761;909
76546;Royville;15;100;115
76547;La Rue-Saint-Pierre;74;334;409
76548;Ry;60;220;280
76549;Saâne-Saint-Just;20;30;50
76550;Sahurs;56;543;599
76551;Sainneville;60;338;398
76552;Sainte-Adresse;449;2383;2831
76553;Sainte-Agathe-d'Aliermont;20;102;121
76554;Saint-Aignan-sur-Ry;29;127;157
76555;Saint-André-sur-Cailly;45;370;415
76556;Saint-Antoine-la-Forêt;29;519;548
76557;Saint-Arnoult;80;490;570
76558;Saint-Aubin-Celloville;53;469;522
76559;Saint-Aubin-de-Crétot;43;198;241
76560;Saint-Aubin-Épinay;89;434;522
76561;Saint-Aubin-lès-Elbeuf;669;2313;2983
76562;Saint-Aubin-le-Cauf;71;301;373
76563;Saint-Aubin-Routot;83;459;542
76564;Saint-Aubin-sur-Mer;12;59;71
76565;Saint-Aubin-sur-Scie;95;400;495
76566;Sainte-Austreberthe;41;215;255
76567;Sainte-Beuve-en-Rivière;25;54;79
76568;Saint-Clair-sur-les-Monts;40;245;285
76569;Sainte-Colombe;20;44;64
76570;Saint-Crespin;10;85;94
76571;Sainte-Croix-sur-Buchy;40;302;342
76572;Saint-Denis-d'Aclon;0;56;56
76573;Saint-Denis-le-Thiboult;66;147;213
76574;Saint-Denis-sur-Scie;44;242;287
76575;Saint-Étienne-du-Rouvray;2879;6383;9262
76576;Saint-Eustache-la-Forêt;52;359;411
76577;Sainte-Foy;15;236;251
76578;Sainte-Geneviève;25;80;105
76580;Saint-Georges-sur-Fontaine;75;369;443
76581;Saint-Germain-des-Essourts;25;135;160
76582;Saint-Germain-d'Étables;15;95;110
76583;Saint-Germain-sous-Cailly;30;146;176
76584;Saint-Germain-sur-Eaulne;9;89;98
76585;Saint-Gilles-de-Crétot;30;195;225
76586;Saint-Gilles-de-la-Neuville;36;280;316
76587;Sainte-Hélène-Bondeville;54;220;274
76588;Saint-Hellier;60;135;195
76589;Saint-Honoré;10;70;80
76590;Saint-Jacques-d'Aliermont;10;102;113
76591;Saint-Jacques-sur-Darnétal;200;891;1091
76592;Saint-Jean-de-Folleville;70;315;385
76593;Saint-Jean-de-la-Neuville;31;214;245
76594;Saint-Jean-du-Cardonnay;55;570;625
76595;Saint-Jouin-Bruneval;105;752;858
76596;Saint-Laurent-de-Brèvedent;57;563;620
76597;Saint-Laurent-en-Caux;80;249;329
76598;Saint-Léger-aux-Bois;35;195;230
76599;Saint-Léger-du-Bourg-Denis;171;1267;1438
76600;Saint-Léonard;115;630;745
76601;Saint-Lucien;0;82;82
76602;Saint-Maclou-de-Folleville;31;240;271
76603;Saint-Maclou-la-Brière;54;173;228
76604;Saint-Mards;0;90;90
76605;Sainte-Marguerite-sur-Mer;35;185;220
76606;Morienne;20;80;100
76608;Sainte-Marguerite-sur-Duclair;120;765;885
76609;Sainte-Marie-au-Bosc;30;136;166
76610;Sainte-Marie-des-Champs;103;552;655
76611;Saint-Martin-aux-Arbres;33;122;155
76612;Saint-Martin-au-Bosc;10;97;108
76613;Saint-Martin-aux-Buneaux;60;210;270
76614;Saint-Martin-de-Boscherville;126;484;611
76615;Saint-Martin-du-Bec;29;249;278
76616;Saint-Martin-du-Manoir;85;580;665
76617;Saint-Martin-du-Vivier;70;605;675
76618;Petit-Caux;954;3207;4161
76619;Saint-Martin-le-Gaillard;25;95;120
76620;Saint-Martin-l'Hortier;30;104;134
76621;Saint-Martin-Osmonville;129;385;514
76622;Saint-Maurice-d'Ételan;15;79;94
76623;Saint-Michel-d'Halescourt;25;20;45
76624;Saint-Nicolas-d'Aliermont;543;885;1428
76626;Saint-Nicolas-de-la-Haie;0;194;194
76627;Saint-Nicolas-de-la-Taille;52;611;663
76628;Saint-Ouen-du-Breuil;68;291;359
76629;Saint-Ouen-le-Mauger;31;93;125
76630;Saint-Ouen-sous-Bailly;8;66;74
76631;Saint-Paër;99;485;584
76632;Saint-Pierre-Bénouville;34;121;155
76634;Saint-Pierre-de-Manneville;50;310;360
76635;Saint-Pierre-des-Jonquières;0;21;21
76636;Saint-Pierre-de-Varengeville;170;845;1015
76637;Saint-Pierre-en-Port;41;299;340
76638;Saint-Pierre-en-Val;65;420;485
76640;Saint-Pierre-lès-Elbeuf;624;2520;3143
76641;Saint-Pierre-le-Vieux;27;55;82
76642;Saint-Pierre-le-Viger;32;81;113
76644;Saint-Rémy-Boscrocourt;75;280;355
76645;Saint-Riquier-en-Rivière;5;53;58
76646;Saint-Riquier-ès-Plains;20;210;230
76647;Saint-Romain-de-Colbosc;477;993;1470
76648;Saint-Saëns;368;536;905
76649;Saint-Saire;86;195;280
76650;Saint-Sauveur-d'Émalleville;44;529;573
76651;Saint-Sylvain;15;110;125
76652;Saint-Vaast-d'Équiqueville;44;245;289
76653;Saint-Vaast-Dieppedalle;29;122;151
76654;Saint-Vaast-du-Val;0;210;210
76655;Saint-Valery-en-Caux;738;777;1515
76656;Saint-Victor-l'Abbaye;50;304;354
76657;Saint-Vigor-d'Ymonville;55;460;515
76658;Saint-Vincent-Cramesnil;48;253;301
76660;Sandouville;75;305;380
76662;Sassetot-le-Malgardé;20;36;56
76663;Sassetot-le-Mauconduit;100;285;385
76664;Sasseville;45;114;159
76665;Sauchay;20;136;155
76666;Saumont-la-Poterie;85;95;180
76667;Sauqueville;11;161;172
76668;Saussay;30;185;215
76669;Sausseuzemare-en-Caux;20;162;183
76670;Senneville-sur-Fécamp;29;327;356
76671;Sept-Meules;15;45;60
76672;Serqueux;75;246;322
76673;Servaville-Salmonville;44;487;531
76674;Sévis;20;156;176
76675;Sierville;73;297;370
76676;Sigy-en-Bray;38;157;195
76677;Smermesnil;30;130;160
76678;Sommery;65;270;335
76679;Sommesnil;24;20;43
76680;Sorquainville;20;55;75
76681;Sotteville-lès-Rouen;2831;8230;11061
76682;Sotteville-sous-le-Val;44;285;329
76683;Sotteville-sur-Mer;10;115;125
76684;Tancarville;90;475;565
76685;Thérouldeville;45;266;311
76686;Theuville-aux-Maillots;40;165;205
76688;Thiergeville;20;174;194
76689;Thiétreville;57;129;185
76690;Thil-Manneville;25;260;285
76691;Le Thil-Riberpré;30;65;95
76692;Thiouville;20;100;120
76693;Le Tilleul;40;226;266
76694;Tocqueville-en-Caux;10;49;58
76695;Tocqueville-les-Murs;15;120;135
76697;Torcy-le-Grand;85;295;380
76698;Torcy-le-Petit;56;173;229
76699;Le Torp-Mesnil;5;184;189
76700;Tôtes;181;460;642
76702;Touffreville-la-Corbeline;55;317;372
76703;Touffreville-sur-Eu;15;100;115
76705;Tourville-la-Rivière;209;790;998
76706;Tourville-les-Ifs;54;192;245
76707;Tourville-sur-Arques;78;498;576
76708;Toussaint;25;250;275
76709;Le Trait;673;1093;1766
76710;Trémauville;5;41;46
76711;Le Tréport;675;925;1600
76712;La Trinité-du-Mont;30;300;330
76714;Les Trois-Pierres;83;224;308
76715;Trouville;65;234;299
76716;Turretot;101;597;698
76717;Val-de-la-Haye;44;241;286
76718;Valliquerville;160;505;665
76719;Valmont;140;257;397
76720;Varengeville-sur-Mer;97;309;407
76721;Varneville-Bretteville;24;128;153
76723;Vassonville;20;170;190
76724;Vatierville;5;72;76
76725;Vattetot-sous-Beaumont;51;218;269
76726;Vattetot-sur-Mer;31;120;151
76727;Vatteville-la-Rue;100;358;458
76728;La Vaupalière;43;359;403
76729;Veauville-lès-Baons;66;306;373
76730;Veauville-lès-Quelles;10;53;62
76731;Vénestanville;14;75;89
76732;Butot-Vénesville;25;85;110
76733;Ventes-Saint-Rémy;8;80;88
76734;Vergetot;29;196;225
76735;Veules-les-Roses;110;85;195
76736;Veulettes-sur-Mer;24;102;126
76737;Vibeuf;66;198;265
76738;Vieux-Manoir;35;310;345
76739;Vieux-Rouen-sur-Bresle;83;135;217
76740;La Vieux-Rue;78;211;289
76741;Villainville;11;114;125
76743;Villers-Écalles;111;744;855
76744;Villers-sous-Foucarmont;30;70;100
76745;Villy-sur-Yères;25;80;105
76746;Vinnemerville;12;76;88
76747;Virville;25;105;130
76748;Vittefleur;69;209;279
76749;Wanchy-Capval;65;95;160
76750;Yainville;40;352;392
76751;Yébleron;77;486;562
76752;Yerville;197;650;847
76753;Ymare;96;494;590
76754;Yport;74;206;280
76755;Ypreville-Biville;50;185;235
76756;Yquebeuf;15;71;86
76757;Yvecrique;25;253;278
76758;Yvetot;1819;2785;4604
76759;Yville-sur-Seine;5;184;189
77001;Achères-la-Forêt;100;415;515
77002;Amillis;72;293;365
77003;Amponville;41;160;202
77004;Andrezel;35;115;150
77005;Annet-sur-Marne;249;1407;1656
77006;Arbonne-la-Forêt;88;404;492
77007;Argentières;30;154;184
77008;Armentières-en-Brie;54;327;381
77009;Arville;5;40;45
77010;Aubepierre-Ozouer-le-Repos;75;362;438
77011;Aufferville;55;180;235
77012;Augers-en-Brie;28;112;140
77013;Aulnoy;30;145;175
77014;Avon;1241;4560;5800
77015;Baby;5;45;51
77016;Bagneaux-sur-Loing;105;579;684
77018;Bailly-Romainvilliers;481;3262;3743
77019;Balloy;20;95;115
77020;Bannost-Villegagnon;52;331;383
77021;Barbey;0;64;64
77022;Barbizon;135;355;490
77023;Barcy;9;132;141
77024;Bassevelle;33;156;189
77025;Bazoches-lès-Bray;65;277;342
77026;Beauchery-Saint-Martin;22;190;211
77027;Beaumont-du-Gâtinais;105;355;461
77028;Beautheil;43;353;395
77029;Beauvoir;30;75;105
77030;Bellot;96;297;394
77031;Bernay-Vilbert;65;330;395
77032;Beton-Bazoches;85;310;395
77033;Bezalles;8;109;117
77034;Blandy;81;316;397
77035;Blennes;27;227;254
77036;Boisdon;5;57;62
77037;Bois-le-Roi;476;2153;2629
77038;Boissettes;15;155;170
77039;Boissise-la-Bertrand;41;418;459
77040;Boissise-le-Roi;207;1366;1573
77041;Boissy-aux-Cailles;20;142;162
77042;Boissy-le-Châtel;200;1195;1395
77043;Boitron;30;150;180
77044;Bombon;43;379;422
77045;Bougligny;57;283;340
77046;Boulancourt;21;184;206
77047;Bouleurs;90;685;775
77048;Bourron-Marlotte;315;730;1045
77049;Boutigny;93;356;449
77050;Bransles;20;162;182
77051;Bray-sur-Seine;350;497;847
77052;Bréau;25;159;184
77053;Brie-Comte-Robert;2076;5793;7869
77054;La Brosse-Montceaux;25;312;337
77055;Brou-sur-Chantereine;242;1597;1839
77056;Burcy;8;69;77
77057;Bussières;45;160;205
77058;Bussy-Saint-Georges;2140;11733;13873
77059;Bussy-Saint-Martin;36;345;381
77060;Buthiers;66;274;340
77061;Cannes-Écluse;194;811;1005
77062;Carnetin;10;161;171
77063;La Celle-sur-Morin;95;545;640
77065;Cély;92;388;480
77066;Cerneux;40;115;155
77067;Cesson;678;3807;4484
77068;Cessoy-en-Montois;8;69;77
77069;Chailly-en-Bière;240;745;985
77070;Chailly-en-Brie;115;550;665
77071;Chaintreaux;55;345;400
77072;Chalautre-la-Grande;85;218;303
77073;Chalautre-la-Petite;36;274;310
77075;Chalifert;70;528;598
77076;Chalmaison;60;330;390
77077;Chambry;45;412;457
77078;Chamigny;119;466;585
77079;Champagne-sur-Seine;470;1999;2469
77080;Champcenest;16;96;112
77081;Champdeuil;78;333;411
77082;Champeaux;45;320;365
77083;Champs-sur-Marne;2084;9084;11168
77084;Changis-sur-Marne;78;468;546
77085;Chanteloup-en-Brie;235;1510;1745
77086;La Chapelle-Gauthier;64;628;693
77087;La Chapelle-Iger;10;88;98
77088;La Chapelle-la-Reine;292;748;1039
77089;La Chapelle-Rablais;48;444;492
77090;La Chapelle-Saint-Sulpice;15;93;108
77091;Les Chapelles-Bourbon;28;162;189
77093;La Chapelle-Moutils;20;173;193
77094;Charmentray;19;125;144
77095;Charny;68;592;660
77096;Chartrettes;214;1018;1232
77097;Chartronges;20;106;126
77098;Châteaubleau;15;153;168
77099;Château-Landon;317;806;1122
77100;Le Châtelet-en-Brie;395;1590;1985
77101;Châtenay-sur-Seine;75;415;490
77102;Châtenoy;8;76;84
77103;Châtillon-la-Borde;5;121;126
77104;Châtres;38;346;384
77106;Chauffry;35;415;450
77107;Chaumes-en-Brie;265;1227;1492
77108;Chelles;5405;17775;23180
77109;Chenoise;101;422;523
77110;Chenou;40;80;120
77111;Chessy;582;2154;2736
77112;Chevrainvilliers;20;86;106
77113;Chevru;60;442;502
77114;Chevry-Cossigny;308;1679;1987
77115;Chevry-en-Sereine;15;155;170
77116;Choisy-en-Brie;115;442;557
77117;Citry;77;319;396
77118;Claye-Souilly;1341;4383;5724
77119;Clos-Fontaine;25;119;143
77120;Cocherel;45;225;270
77121;Collégien;215;1495;1710
77122;Combs-la-Ville;1746;8112;9857
77123;Compans;50;383;433
77124;Conches-sur-Gondoire;92;650;743
77125;Condé-Sainte-Libiaire;104;582;686
77126;Congis-sur-Thérouanne;48;707;755
77127;Coubert;227;797;1024
77128;Couilly-Pont-aux-Dames;153;911;1065
77129;Coulombs-en-Valois;21;232;253
77130;Coulommes;45;150;195
77131;Coulommiers;2407;3565;5972
77132;Coupvray;245;1109;1354
77133;Courcelles-en-Bassée;6;113;118
77134;Courchamp;12;45;57
77135;Courpalay;160;543;703
77136;Courquetaine;8;95;103
77137;Courtacon;25;104;129
77138;Courtomer;39;240;280
77139;Courtry;421;2513;2934
77140;Coutençon;35;115;150
77141;Coutevroult;50;510;560
77142;Crécy-la-Chapelle;435;1727;2162
77143;Crégy-lès-Meaux;325;1913;2238
77144;Crèvecur-en-Brie;20;146;166
77145;Crisenoy;51;308;360
77146;Croissy-Beaubourg;165;721;885
77147;La Croix-en-Brie;60;269;329
77148;Crouy-sur-Ourcq;96;747;843
77149;Cucharmoy;16;101;117
77150;Cuisy;39;187;227
77151;Dagny;16;131;147
77152;Dammarie-les-Lys;1922;6391;8313
77153;Dammartin-en-Goële;644;4060;4703
77154;Dammartin-sur-Tigeaux;45;415;460
77155;Dampmart;211;1326;1537
77156;Darvault;61;287;347
77157;Dhuisy;5;135;140
77158;Diant;14;85;99
77159;Donnemarie-Dontilly;261;825;1086
77161;Dormelles;68;300;367
77162;Doue;104;375;479
77163;Douy-la-Ramée;20;139;159
77164;Échouboulains;30;235;265
77165;Les Écrennes;59;276;335
77167;Égligny;10;172;182
77168;Égreville;273;663;936
77169;Émerainville;494;3289;3782
77171;Esbly;366;2411;2776
77172;Esmans;55;334;389
77173;Étrépilly;80;345;425
77174;Everly;30;275;305
77175;Évry-Grégy-sur-Yerre;185;1137;1321
77176;Faremoutiers;147;1049;1196
77177;Favières;45;501;546
77178;Faÿ-lès-Nemours;31;209;239
77179;Féricy;15;270;285
77180;Férolles-Attilly;112;481;592
77181;Ferrières-en-Brie;285;1369;1654
77182;La Ferté-Gaucher;543;1050;1593
77183;La Ferté-sous-Jouarre;984;2987;3971
77184;Flagy;50;255;305
77185;Fleury-en-Bière;35;276;311
77186;Fontainebleau;2444;3886;6330
77187;Fontaine-Fourches;25;239;264
77188;Fontaine-le-Port;44;390;434
77190;Fontains;36;63;99
77191;Fontenailles;61;459;519
77192;Fontenay-Trésigny;672;1800;2473
77193;Forfry;15;105;120
77194;Forges;45;156;201
77195;Fouju;25;283;308
77196;Fresnes-sur-Marne;73;333;406
77197;Frétoy;10;85;95
77198;Fromont;19;62;81
77199;Fublaines;48;532;581
77200;Garentreville;21;33;54
77201;Gastins;46;292;338
77202;La Genevraye;60;305;365
77203;Germigny-l'Évêque;50;550;600
77204;Germigny-sous-Coulombs;12;79;91
77205;Gesvres-le-Chapitre;8;67;75
77206;Giremoutiers;17;42;59
77207;Gironville;15;71;86
77208;Gouaix;125;485;610
77209;Gouvernes;5;535;540
77210;La Grande-Paroisse;181;902;1083
77211;Grandpuits-Bailly-Carrois;50;449;499
77212;Gravon;9;42;51
77214;Gressy;60;358;418
77215;Gretz-Armainvilliers;936;3031;3967
77216;Grez-sur-Loing;101;547;648
77217;Grisy-Suisnes;227;926;1152
77218;Grisy-sur-Seine;4;36;40
77219;Guérard;190;1032;1222
77220;Guercheville;30;115;145
77221;Guermantes;90;522;612
77222;Guignes;263;1615;1878
77223;Gurcy-le-Châtel;65;220;285
77224;Hautefeuille;79;71;150
77225;La Haute-Maison;40;80;120
77226;Héricy;155;1010;1165
77227;Hermé;35;172;208
77228;Hondevilliers;35;114;148
77229;La Houssaye-en-Brie;131;770;900
77230;Ichy;11;72;83
77231;Isles-les-Meldeuses;64;326;391
77232;Isles-lès-Villenoy;50;391;441
77233;Iverny;20;254;274
77234;Jablines;55;319;373
77235;Jaignes;4;121;125
77236;Jaulnes;30;150;180
77237;Jossigny;80;230;310
77238;Jouarre;337;1368;1704
77239;Jouy-le-Châtel;168;596;763
77240;Jouy-sur-Morin;140;755;895
77241;Juilly;155;785;940
77242;Jutigny;30;202;232
77243;Lagny-sur-Marne;1893;7854;9747
77244;Larchant;72;226;297
77245;Laval-en-Brie;33;166;199
77246;Léchelle;45;230;275
77247;Lescherolles;36;200;235
77248;Lesches;38;299;337
77249;Lésigny;617;2673;3290
77250;Leudon-en-Brie;10;70;80
77251;Lieusaint;1072;5323;6395
77252;Limoges-Fourches;56;189;245
77253;Lissy;30;104;134
77254;Liverdy-en-Brie;80;639;719
77255;Livry-sur-Seine;108;694;801
77256;Lizines;20;25;45
77257;Lizy-sur-Ourcq;416;1014;1430
77258;Lognes;1008;5590;6598
77259;Longperrier;187;988;1175
77260;Longueville;95;565;660
77261;Lorrez-le-Bocage-Préaux;145;334;479
77262;Louan-Villegruis-Fontaine;50;160;210
77263;Luisetaines;10;105;115
77264;Lumigny-Nesles-Ormeaux;130;647;777
77265;Luzancy;60;417;477
77266;Machault;54;315;369
77267;La Madeleine-sur-Loing;0;150;150
77268;Magny-le-Hongre;681;3712;4393
77269;Maincy;140;640;780
77270;Maisoncelles-en-Brie;52;301;353
77271;Maisoncelles-en-Gâtinais;16;33;49
77272;Maison-Rouge;45;387;432
77273;Marchémoret;25;243;268
77274;Marcilly;10;228;238
77275;Les Marêts;5;40;45
77276;Mareuil-lès-Meaux;180;990;1170
77277;Marles-en-Brie;88;596;684
77278;Marolles-en-Brie;15;170;185
77279;Marolles-sur-Seine;130;577;708
77280;Mary-sur-Marne;71;442;513
77281;Mauperthuis;20;249;269
77282;Mauregard;30;135;165
77283;May-en-Multien;40;365;405
77284;Meaux;8498;13701;22199
77285;Le Mée-sur-Seine;1190;6580;7770
77286;Meigneux;10;89;100
77287;Meilleray;60;185;245
77288;Melun;6082;10528;16610
77289;Melz-sur-Seine;55;108;163
77290;Méry-sur-Marne;49;278;327
77291;Le Mesnil-Amelot;88;320;408
77292;Messy;65;525;590
77293;Misy-sur-Yonne;40;397;437
77294;Mitry-Mory;2174;6311;8486
77295;Moisenay;89;597;685
77296;Moissy-Cramayel;1664;6313;7977
77297;Mondreville;52;167;219
77298;Mons-en-Montois;29;185;214
77300;Montceaux-lès-Meaux;25;314;340
77301;Montceaux-lès-Provins;40;111;151
77302;Montcourt-Fromonville;132;754;886
77303;Montdauphin;10;85;95
77304;Montenils;0;7;7
77305;Montereau-Fault-Yonne;2533;3266;5799
77306;Montereau-sur-le-Jard;20;235;255
77307;Montévrain;882;5022;5904
77308;Montgé-en-Goële;30;300;330
77309;Monthyon;90;766;856
77310;Montigny-le-Guesdier;15;100;115
77311;Montigny-Lencoup;98;462;560
77312;Montigny-sur-Loing;319;969;1288
77313;Montmachoux;10;82;91
77314;Montolivet;10;123;133
77315;Montry;207;1500;1707
77316;Moret-Loing-et-Orvanne;1448;4064;5512
77317;Mormant;320;1600;1920
77318;Mortcerf;120;615;735
77319;Mortery;8;58;65
77320;Mouroux;340;2108;2448
77321;Mousseaux-lès-Bray;57;263;320
77322;Moussy-le-Neuf;255;1315;1570
77323;Moussy-le-Vieux;78;611;690
77325;Mouy-sur-Seine;20;110;129
77326;Nandy;377;2264;2641
77327;Nangis;1095;2219;3314
77328;Nanteau-sur-Essonne;12;178;190
77329;Nanteau-sur-Lunain;50;380;430
77330;Nanteuil-lès-Meaux;448;2265;2713
77331;Nanteuil-sur-Marne;15;215;230
77332;Nantouillet;35;110;145
77333;Nemours;1967;3031;4998
77335;Chauconin-Neufmontiers;110;954;1064
77336;Neufmoutiers-en-Brie;92;453;545
77337;Noisiel;1139;5551;6690
77338;Noisy-Rudignon;29;251;280
77339;Noisy-sur-École;167;685;852
77340;Nonville;71;226;297
77341;Noyen-sur-Seine;36;119;156
77342;Obsonville;0;64;64
77343;Ocquerre;55;195;251
77344;Oissery;123;1045;1168
77345;Orly-sur-Morin;30;280;310
77347;Les Ormes-sur-Voulzie;45;284;329
77348;Ormesson;21;96;118
77349;Othis;375;2683;3058
77350;Ozoir-la-Ferrière;1959;7223;9182
77352;Ozouer-le-Voulgis;130;817;947
77353;Paley;15;173;188
77354;Pamfou;86;384;469
77355;Paroy;10;97;107
77356;Passy-sur-Seine;8;23;31
77357;Pécy;50;395;445
77358;Penchard;35;470;505
77359;Perthes;143;737;880
77360;Pézarches;21;130;151
77361;Pierre-Levée;26;228;254
77363;Le Pin;69;667;736
77364;Le Plessis-aux-Bois;26;108;134
77365;Le Plessis-Feu-Aussoux;51;238;290
77366;Le Plessis-l'Évêque;10;140;150
77367;Le Plessis-Placy;15;127;143
77368;Poigny;70;200;270
77369;Poincy;59;312;371
77370;Poligny;84;258;342
77371;Pommeuse;213;1184;1397
77372;Pomponne;237;1622;1859
77373;Pontault-Combault;4361;13591;17952
77374;Pontcarré;160;995;1155
77376;Précy-sur-Marne;55;326;381
77377;Presles-en-Brie;180;1000;1180
77378;Pringy;215;1117;1332
77379;Provins;2269;1917;4186
77380;Puisieux;25;105;130
77381;Quiers;40;315;355
77382;Quincy-Voisins;346;2371;2718
77383;Rampillon;69;382;451
77384;Réau;44;453;497
77385;Rebais;239;605;844
77386;Recloses;38;248;286
77387;Remauville;29;193;222
77388;Reuil-en-Brie;55;355;410
77389;La Rochette;203;1369;1572
77390;Roissy-en-Brie;1909;8382;10292
77391;Rouilly;20;166;186
77392;Rouvres;25;420;445
77393;Rozay-en-Brie;347;917;1264
77394;Rubelles;123;679;802
77395;Rumont;35;25;60
77396;Rupéreux;0;45;45
77397;Saâcy-sur-Marne;175;550;725
77398;Sablonnières;54;266;320
77399;Saint-Ange-le-Viel;15;110;124
77400;Saint-Augustin;105;696;801
77401;Sainte-Aulde;69;282;351
77402;Saint-Barthélemy;35;128;163
77403;Saint-Brice;43;268;311
77404;Sainte-Colombe;100;685;785
77405;Saint-Cyr-sur-Morin;120;732;851
77406;Saint-Denis-lès-Rebais;76;396;473
77407;Saint-Fargeau-Ponthierry;1251;5311;6562
77408;Saint-Fiacre;0;197;197
77409;Saint-Germain-Laval;185;1001;1186
77410;Saint-Germain-Laxis;42;347;388
77411;Saint-Germain-sous-Doue;24;231;255
77412;Saint-Germain-sur-École;33;139;172
77413;Saint-Germain-sur-Morin;170;1458;1628
77414;Saint-Hilliers;20;188;208
77415;Saint-Jean-les-Deux-Jumeaux;110;510;620
77416;Saint-Just-en-Brie;25;109;134
77417;Saint-Léger;31;73;104
